square,higher_geography_identifier,geographic_region__higher_geography
SD83T,59,South Lancashire
SD83U,59,South Lancashire
SD84Q,59,South Lancashire
SD84R,59,South Lancashire
SJ88Z,59,South Lancashire
SJ89V,59,South Lancashire
SJ89W,59,South Lancashire
SJ89X,59,South Lancashire
SJ89Y,59,South Lancashire
SJ89Z,59,South Lancashire
SD80V,59,South Lancashire
SD80W,59,South Lancashire
SD80X,59,South Lancashire
SD80Y,59,South Lancashire
SD80Z,59,South Lancashire
SD81V,59,South Lancashire
SD81W,59,South Lancashire
SD81X,59,South Lancashire
SD81Y,59,South Lancashire
SD81Z,59,South Lancashire
SD82V,59,South Lancashire
SD82W,59,South Lancashire
SD82X,59,South Lancashire
SD82Y,59,South Lancashire
SD82Z,59,South Lancashire
SD83V,59,South Lancashire
SD83W,59,South Lancashire
SD83X,59,South Lancashire
SD83Y,59,South Lancashire
SD83Z,59,South Lancashire
SD84V,59,South Lancashire
SD84W,59,South Lancashire
SJ99A,59,South Lancashire
SJ99B,59,South Lancashire
SJ99C,59,South Lancashire
SJ99D,59,South Lancashire
SJ99E,59,South Lancashire
SD90A,59,South Lancashire
SD90B,59,South Lancashire
SD90C,59,South Lancashire
SD90D,59,South Lancashire
SD90E,59,South Lancashire
SD91A,59,South Lancashire
SD91B,59,South Lancashire
SD91C,59,South Lancashire
SD91D,59,South Lancashire
SD91E,59,South Lancashire
SD92A,59,South Lancashire
SD92B,59,South Lancashire
SD92C,59,South Lancashire
SD92D,59,South Lancashire
SD92E,59,South Lancashire
SD93A,59,South Lancashire
SD93B,59,South Lancashire
SD93C,59,South Lancashire
SD93D,59,South Lancashire
SD93E,59,South Lancashire
SD94A,59,South Lancashire
SD94B,59,South Lancashire
SJ99G,59,South Lancashire
SJ99H,59,South Lancashire
SJ99I,59,South Lancashire
SJ99J,59,South Lancashire
SD90F,59,South Lancashire
SD90G,59,South Lancashire
SD90H,59,South Lancashire
SD90I,59,South Lancashire
SD90J,59,South Lancashire
SD91F,59,South Lancashire
SD91G,59,South Lancashire
SD91H,59,South Lancashire
SD91I,59,South Lancashire
SD91J,59,South Lancashire
SD92F,59,South Lancashire
SD92G,59,South Lancashire
SD92H,59,South Lancashire
SD93G,59,South Lancashire
SD93H,59,South Lancashire
SD93I,59,South Lancashire
SD93J,59,South Lancashire
SD94F,59,South Lancashire
SD94G,59,South Lancashire
SJ99L,59,South Lancashire
SJ99M,59,South Lancashire
SJ99P,59,South Lancashire
SD90K,59,South Lancashire
SD90L,59,South Lancashire
SD90M,59,South Lancashire
SD90N,59,South Lancashire
SD90P,59,South Lancashire
SD91K,59,South Lancashire
SD91L,59,South Lancashire
SD91M,59,South Lancashire
SD91N,59,South Lancashire
SD91P,59,South Lancashire
SD92K,59,South Lancashire
SD92L,59,South Lancashire
SD93M,59,South Lancashire
SD93N,59,South Lancashire
SD93P,59,South Lancashire
SD94K,59,South Lancashire
SD94L,59,South Lancashire
SJ99U,59,South Lancashire
SD90Q,59,South Lancashire
SD90R,59,South Lancashire
SD90S,59,South Lancashire
SD90T,59,South Lancashire
SD90U,59,South Lancashire
SD91Q,59,South Lancashire
SD91R,59,South Lancashire
SD91S,59,South Lancashire
SD91T,59,South Lancashire
SD91U,59,South Lancashire
SD92Q,59,South Lancashire
SD93T,59,South Lancashire
SD93U,59,South Lancashire
SD94Q,59,South Lancashire
SD91W,59,South Lancashire
SD91X,59,South Lancashire
